id,conference name,conference abbreviation,2013,2014,2017,2018,2020,2021,2023
2140,Theory and Applications of Knowledge MAnagement,TAKMA,C,C,C,C,,,
1815,Theory of Cryptography Conference,TCC,A,A,A,A,A,A,A
1818,Tools and Algorithms for Construction and Analysis of Systems,TACAS,A,A,A,A,A,A,A
1819,Topological and Geometric Graph Theory,TGGT,C,C,C,C,,,
1822,Trustworthy Interfaces for Passwords and Personal Information workshop,TIPPI,C,C,C,C,,,
1830,Unconventional Models of Computation,UMC,B,B,B,B,,,
2145,University of Western Australia Computer Science Research Conference,UWACS,Australasian,Australasian,Australasian,Australasian,,,
2144,Unix Symposium on Internet Technologies,USITS,A,A,A,A,A,,
2124,Unix Symposium on Operating Systems Design and Implementation,SDSDI,A,A,A,A,,,
1837,Usable Security and Privacy,USEC,C,C,C,C,National: USA,National: USA,National: USA
1838,Usenix Annual Technical Conference,USENIX,A,A,A,A,A,A,A
1840,Usenix Network and Distributed System Security Symposium,NDSS,A,A,A,A*,A*,A*,A*
1841,Usenix Security Symposium,USENIX-Security,A,A*,A*,A*,A*,A*,A*
1842,Usenix Symposium on Operating Systems Design and Implementation,OSDI,A*,A*,A*,A*,A*,A*,A*
1843,USENIX Windows NT Symposium,UWNTS,C,C,C,C,,,
1844,USENIX Workshop on Electronic Commerce,USENIX EC,C,C,C,C,,,
1845,USENIX Workshop on Hot Topics in Operating Systems,HotOS,A,A,A,A,A,A,A
1846,USENIX/ACCURATE Electronic Voting Technology Workshop,EVT,C,C,C,C,,,
2252,Utility and Cloud Computing,UCC,,,,,,Unranked,Unranked
1847,"Verification, Model Checking and Abstract Interpretation",VMCAI,B,B,B,B,B,B,B
1849,Vision Interface,VI,C,C,C,C,,,
1850,VisMasters Design Modelling and Visualization Conference,DMVC,C,C,C,C,,,
1851,Visual Analytics,EuroVA,C,C,C,C,C,C,C
1853,Visual Information Communication and Interaction,VINCI,C,C,C,C,C,C,C
1854,Visual Languages and Formal Methods,VLFM,C,C,C,C,,,
1855,Visualisation in Built and Rural Environments,BuiltViz,C,C,C,C,,,
1856,Visualization In Science and Education,GRC,C,C,C,C,National: USA,National: USA,National: USA
1857,Visualization in Software Engineering,SEViz,C,C,C,C,,,
1858,Visualization in Software Product Lines Workshop,VisPLE,C,C,C,C,,,
165,Web and Big Data,APWEB,C,B,B,B,B,B,C
1860,Web Visualization,WebViz,C,C,C,C,,,
1861,Western Australian Workshop on Information Systems Research,WAWISR,Australasian,Australasian,Australasian,Australasian,,,
1865,Winter Simulation Conference,WSC,B,B,B,B,B,B,C
2250,Wireless Days,WD,,,,,,C,
1867,Workshop in Information Security Theory and Practices,WISTP,C,C,C,C,C,C,C
1868,Workshop on Ad Hoc and Ubiquitous computing,AUC,C,C,C,C,,,
1869,Workshop on Algorithm Engineering,WAE,B,B,B,B,,,
1870,Workshop on Algorithm Engineering and Experiments,ALENEX,A,A,A,A,A,A,A
1871,"Workshop on Algorithmic Approaches for Transportation Modelling, Optimization, and Systems",ATMOS,C,C,C,C,C,C,C
1872,Workshop on Algorithmic Aspects of Advanced Programming Languages,WAAAPL,C,C,C,C,,,
1873,Workshop on Algorithms And Models For The Web Graph,WAW,C,C,C,C,C,C,C
1874,Workshop on Algorithms in Bioinformatics,WABI,B,B,B,B,B,C,C
1875,"Workshop on Algorithms, Combinatorics, and Geometry",ACG,C,C,C,C,,,
1876,Workshop on Analytic Algorithmics and Combinatorics,ANALCO,B,B,B,B,B,B,
1878,Workshop on Applications of Graph Theory in Wireless Ad hoc Networks and Sensor Networks,Graph-hoc,C,C,C,C,C,C,C
1879,Workshop on Approximation and Online Algorithms,WAOA,B,B,B,B,B,B,B
1880,Workshop on Approximation and Randomization Algorithms in Communication Networks,ARACNE,C,C,C,C,,,
1881,Workshop on Aspect Oriented Requirements Engineering and Architecture Design,Early Aspects,C,C,C,C,,,
1882,Workshop on Aspect-Oriented Modelling,AOM,C,C,C,C,,,
1883,"Workshop on Aspects, Components, and Patterns for Infrastructure Software",ACP4IS,C,C,C,C,,,
1884,Workshop on Assurance Cases for Security,DSN,C,C,C,C,,,
1885,"Workshop on Australasian Information Security, Data Mining and Web Intelligence, and Software Internationalisation",AISW,Australasian,Australasian,Australasian,Australasian,,,
1886,Workshop on Combinatorial and Algorithmic Aspects of Networking,CAAN,B,B,B,B,,,
1887,Workshop on Component-Oriented Programming,WCOP,C,C,C,C,,,
1888,Workshop on Computational and Conformal Geometry,CCG,C,C,C,C,,,
1889,Workshop on Computational Geometry and Applications,CGA,C,C,C,C,,,
1890,Workshop on Computational Graph Theory and Combinatorics,WCGTC,C,C,C,C,,,
1891,Workshop on Computational Optimization,WCO,C,C,C,C,C,C,C
1892,Workshop on Computer Architecture Education,WCAE,C,C,C,C,National: USA,National: USA,National: USA
1893,Workshop on Constraint Satisfaction for Planning and Scheduling,COPLAS,B,B,B,B,B,B,C
1894,Workshop on Cryptographic Hardware and Embedded Systems,CHES,C,C,C,A,A,A,A
1895,Workshop on Cryptography for Ad hoc Networks,WCAN,C,C,C,C,,,
1896,Workshop on Data Engineering for Wireless and Mobile Access,MobiDE,C,C,C,C,,,
1897,Workshop on Database Technology for Virtual Enterprises,DTVE,C,C,C,C,,,
1898,Workshop on Declarative Programming in the Context of OO Languages,DP-COOL,C,C,C,C,,,
2152,Workshop on Distributed Algorithms (DISC since 1998),WDAG,B,B,,,,,
1899,Workshop on Distributed Data and Structures,WDAS,C,C,C,C,,,
1900,Workshop on Domain Specific Modelling,DSM,C,C,C,C,C,C,C
1901,"Workshop on Duplicating, Deconstructing, and Debunking",WDDD,C,C,C,C,,,
1902,Workshop on Economics of Peer-to-Peer Systems,P2P Econ,C,C,C,C,,,
1903,Workshop on Elliptic Curve Cryptography,ECC,C,C,C,C,,,
1904,Workshop on Fault Diagnosis and Tolerance in Cryptography,FDTC,C,C,C,C,C,C,C
1905,Workshop on Formal Techniques for Java-like Programs,FTfJP,C,C,C,C,C,C,C
1908,Workshop On Java For High-Performance Computing,JHPC,C,C,C,C,,,
1909,Workshop on Job Scheduling Strategies for Parallel Processing,JSSPP,B,B,B,B,B,B,C
1910,Workshop on Localized Algorithms and Protocols for Wireless Sensor Networks,LOCALGOS,C,C,C,C,,,
1911,Workshop on Logic and Learning,L&L,C,C,C,C,,,
1912,"Workshop on Logic, Language, Information and Computation",WoLLIC,B,B,B,B,B,B,C
1913,Workshop on Massive Data Algorithmics,Massive,C,C,C,C,,,
1914,Workshop on Mobile Computing Systems and Applications,HOTMOBILE,C,C,C,C,National: USA,National: USA,National: USA
1915,Workshop on Multiparadigm Programming with OO Languages,MPOOL,C,C,C,C,,,
1916,Workshop on Nature Inspired Distributed Computing,NISDIC,C,C,C,C,,,
1917,Workshop on Network-Related Data Management,NRDM,C,C,C,C,,,
1918,Workshop on New Technologies for Personalized Information Access,PIA,C,C,C,C,,,
1919,Workshop on Object-Oriented Database Systems,OODBS,C,C,C,C,,,
1920,Workshop on Object-Oriented Development,WOOD,C,C,C,C,,,
1921,Workshop on On-Line Algorithms,OLA,C,C,C,C,,,
1922,Workshop on Parallel and Distributed Debugging ACM/ONR,PADD,C,C,C,C,,,
1923,Workshop on Parameterized Complexity,WPC,C,C,C,C,,,
1924,Workshop on Physics and Computation,PC,C,C,C,C,,,
1925,Workshop on Power Aware Computing and Systems,HotPower,B,B,B,B,,,
1926,Workshop on Probabilistic Graph Theory,PGT,C,C,C,C,,,
1927,Workshop on Programming Languages and Operating Systems,PLOS,B,B,B,B,B,C,C
1928,Workshop on Quantum Information Processing,QIP,C,C,C,C,,,
1929,Workshop on Real-Time Databases,RTDB,C,C,C,C,,,
1930,Workshop on Research Issues in Data Mining and Knowledge Discovery,DMKD,C,C,C,C,,,
1931,Workshop on Robust Shape Operations,WRSO,C,C,C,C,,,
1933,"Workshop on Scientific Knowledge, Information, and Computing",SIDEKIC,C,C,C,C,,,
1934,Workshop on Security and Privacy in e-Commerce,SPEC,C,C,C,C,,,
1935,Workshop on Service Oriented Computing,SOCASE,C,C,C,C,,,
1936,Workshop on the Arithmetic of Finite Fields,WAIFI,C,C,C,C,C,C,C
1937,Workshop on Theoretical and Algorithmic Aspects of Sensor and Ad-hoc Networks,WTASA,C,C,C,C,,,
1938,Workshop on Uncertainty in Geometric Computations,GEOM Uncertainty,C,C,C,C,,,
1939,Workshop on Web Usage Analysis,WebKDD,C,C,C,C,,,
1940,World Computer Congress,WCC,C,C,C,C,,,
2150,World Conference on Computers in Education,WCCE,C,C,C,C,,,
2014,"World Conference on Educational Multimedia, Hypermedia and Telecommunications",ED-MEDIA,B,B,B,B,B,B,C
2181,World Conference on Information Systems and Technologies,WorldCIST,,,,C,C,C,C
1941,World Conference on the WWW and Internet,WebNet,C,C,C,C,,,
1943,"World Congress in Computer Science, Computer Engineering, and Applied Computing",WORLDCOMP,C,C,C,C,National: USA,National: USA,National: USA
1947,World Congress on Expert Systems,WCES,B,B,B,B,,,
1948,World Congress on Medical and Health Informatics,MEDINFO,B,B,B,B,,,
1949,World Congress on Neural Networks,WCNN,B,B,B,B,,,
2151,World Congress on Systems Simulation,WCSS,B,B,B,B,,,
2155,"World Multi-Conference on Systemics, Cybernetics and Informatics",WMSCI,C,C,C,C,National: USA,National: USA,National: USA
